"Date","Close","% Change","% Change vs Average","Volume"
"1987-04-30T21:00:00.000Z","290.10","0.60","-0.23","3,417,700,000"
"1987-05-31T21:00:00.000Z","304.00","4.79","3.96","3,595,000,000"
"1987-06-30T21:00:00.000Z","318.66","4.82","3.99","3,966,400,000"
"1987-07-31T21:00:00.000Z","329.80","3.50","2.66","4,062,400,000"
"1987-08-31T21:00:00.000Z","321.83","-2.42","-3.25","3,723,200,000"
"1987-09-30T22:00:00.000Z","251.79","-21.76","-22.59","6,094,500,000"
"1987-10-31T22:00:00.000Z","230.30","-8.53","-9.37","3,589,530,000"
"1987-11-30T22:00:00.000Z","247.08","7.29","6.45","3,926,750,000"
"1987-12-31T22:00:00.000Z","257.07","4.04","3.21","3,494,700,000"
"1988-01-31T22:00:00.000Z","267.82","4.18","3.35","3,693,240,000"
"1988-02-29T22:00:00.000Z","258.89","-3.33","-4.17","4,052,970,000"
"1988-03-31T21:00:00.000Z","261.33","0.94","0.11","3,260,760,000"
"1988-04-30T21:00:00.000Z","262.16","0.32","-0.51","3,231,370,000"
"1988-05-31T21:00:00.000Z","273.50","4.33","3.49","4,306,710,000"
"1988-06-30T21:00:00.000Z","272.02","-0.54","-1.37","3,338,470,000"
"1988-07-31T21:00:00.000Z","261.52","-3.86","-4.69","3,327,470,000"
"1988-08-31T21:00:00.000Z","271.91","3.97","3.14","3,059,450,000"
"1988-09-30T22:00:00.000Z","278.97","2.60","1.76","3,415,160,000"
"1988-10-31T22:00:00.000Z","273.70","-1.89","-2.72","2,822,820,000"
"1988-11-30T22:00:00.000Z","277.72","1.47","0.64","2,844,900,000"
"1988-12-31T22:00:00.000Z","297.47","7.11","6.28","3,532,220,000"
"1989-01-31T22:00:00.000Z","288.86","-2.89","-3.73","3,216,280,000"
"1989-02-28T22:00:00.000Z","294.87","2.08","1.25","3,504,530,000"
"1989-03-31T21:00:00.000Z","309.64","5.01","4.18","3,237,250,000"
"1989-04-30T21:00:00.000Z","320.52","3.51","2.68","3,747,320,000"
"1989-05-31T21:00:00.000Z","317.98","-0.79","-1.62","3,966,590,000"
"1989-06-30T21:00:00.000Z","346.08","8.84","8.01","3,249,030,000"
"1989-07-31T21:00:00.000Z","351.45","1.55","0.72","3,949,100,000"
"1989-08-31T21:00:00.000Z","349.15","-0.65","-1.49","3,035,020,000"
"1989-09-30T22:00:00.000Z","340.36","-2.52","-3.35","4,012,670,000"
"1989-10-31T22:00:00.000Z","345.99","1.65","0.82","3,032,160,000"
"1989-11-30T22:00:00.000Z","353.40","2.14","1.31","3,213,420,000"
"1989-12-31T22:00:00.000Z","329.08","-6.88","-7.71","3,793,250,000"
"1990-01-31T22:00:00.000Z","331.89","0.85","0.02","2,961,970,000"
"1990-02-28T22:00:00.000Z","339.94","2.43","1.59","3,283,280,000"
"1990-03-31T21:00:00.000Z","330.80","-2.69","-3.52","2,801,220,000"
"1990-04-30T21:00:00.000Z","361.23","9.20","8.37","3,596,680,000"
"1990-05-31T21:00:00.000Z","358.02","-0.89","-1.72","3,226,280,000"
"1990-06-30T21:00:00.000Z","356.15","-0.52","-1.35","3,373,540,000"
"1990-07-31T21:00:00.000Z","322.56","-9.43","-10.26","4,020,730,000"
"1990-08-31T21:00:00.000Z","306.05","-5.12","-5.95","2,687,280,000"
"1990-09-30T22:00:00.000Z","304.00","-0.67","-1.50","3,671,900,000"
"1990-10-31T22:00:00.000Z","322.22","5.99","5.16","3,149,770,000"
"1990-11-30T22:00:00.000Z","330.22","2.48","1.65","3,116,830,000"
"1990-12-31T22:00:00.000Z","343.93","4.15","3.32","3,660,240,000"
"1991-01-31T22:00:00.000Z","367.07","6.73","5.90","4,303,170,000"
"1991-02-28T22:00:00.000Z","375.22","2.22","1.39","3,927,920,000"
"1991-03-31T21:00:00.000Z","375.34","0.03","-0.80","4,017,200,000"
"1991-04-30T21:00:00.000Z","389.83","3.86","3.03","3,739,700,000"
"1991-05-31T21:00:00.000Z","371.16","-4.79","-5.62","3,258,730,000"
"1991-06-30T21:00:00.000Z","387.81","4.49","3.65","3,481,570,000"
"1991-07-31T21:00:00.000Z","395.43","1.96","1.13","3,713,820,000"
"1991-08-31T21:00:00.000Z","387.86","-1.91","-2.75","3,260,990,000"
"1991-09-30T22:00:00.000Z","392.45","1.18","0.35","4,082,380,000"
"1991-10-31T22:00:00.000Z","375.22","-4.39","-5.22","3,737,620,000"
"1991-11-30T22:00:00.000Z","417.09","11.16","10.33","4,155,310,000"
"1991-12-31T22:00:00.000Z","408.78","-1.99","-2.82","5,286,280,000"
"1992-01-31T22:00:00.000Z","412.70","0.96","0.13","4,267,610,000"
"1992-02-29T22:00:00.000Z","403.69","-2.18","-3.01","4,066,240,000"
"1992-03-31T21:00:00.000Z","414.95","2.79","1.96","4,315,840,000"
"1992-04-30T21:00:00.000Z","415.35","0.10","-0.74","3,643,980,000"
"1992-05-31T21:00:00.000Z","408.14","-1.74","-2.57","4,259,830,000"
"1992-06-30T21:00:00.000Z","424.21","3.94","3.11","4,265,220,000"
"1992-07-31T21:00:00.000Z","414.03","-2.40","-3.23","3,653,820,000"
